"segment_id","driver_id","segment_type","order_id","segment_start_time","segment_end_time"
"2532","3","DRIVE",NULL,"2024-02-08 08:46:18","2024-02-08 08:52:07"
"2533","2","STOP","357","2024-02-05 14:28:19","2024-02-05 14:30:46"
"2534","2","DRIVE",NULL,"2024-02-05 14:16:36","2024-02-05 14:25:19"
"2535","4","STOP","628","2024-02-23 14:37:01","2024-02-23 14:40:13"
"2536","4","DRIVE",NULL,"2024-02-23 14:23:56","2024-02-23 14:34:01"
"2537","4","STOP","1404","2024-02-06 20:28:49","2024-02-06 20:35:32"
"2538","4","DRIVE",NULL,"2024-02-06 20:19:58","2024-02-06 20:25:49"
"2539","4","STOP","1377","2024-02-11 04:17:47","2024-02-11 04:20:47"
"2540","4","DRIVE",NULL,"2024-02-11 04:07:19","2024-02-11 04:14:47"
"2541","2","STOP","1844","2024-02-17 04:59:04","2024-02-17 05:01:12"
"2542","2","DRIVE",NULL,"2024-02-17 04:47:30","2024-02-17 04:56:04"
"2543","3","STOP","377","2024-02-24 04:25:10","2024-02-24 04:31:44"
"2544","3","DRIVE",NULL,"2024-02-24 04:16:36","2024-02-24 04:22:10"
"2545","4","STOP","1191","2024-02-10 07:45:35","2024-02-10 07:49:59"
"2546","4","DRIVE",NULL,"2024-02-10 07:33:09","2024-02-10 07:42:35"
"2547","4","STOP","701","2024-02-10 04:39:00","2024-02-10 04:42:37"
"2548","4","DRIVE",NULL,"2024-02-10 04:24:16","2024-02-10 04:36:00"
"2549","1","STOP","2232","2024-02-09 05:21:40","2024-02-09 05:21:40"
"2550","1","DRIVE",NULL,"2024-02-09 05:10:00","2024-02-09 05:18:40"
"2551","1","STOP","460","2024-02-03 21:35:00","2024-02-03 21:36:16"
"2552","1","DRIVE",NULL,"2024-02-03 21:29:40","2024-02-03 21:32:00"
"2553","3","STOP","1059","2024-02-18 15:12:20","2024-02-18 15:16:37"
"2554","3","DRIVE",NULL,"2024-02-18 15:00:08","2024-02-18 15:09:20"
"2555","3","STOP","2041","2024-02-06 17:51:56","2024-02-06 17:55:56"
"2556","3","DRIVE",NULL,"2024-02-06 17:39:19","2024-02-06 17:48:56"
"2557","2","STOP","2128","2024-02-21 14:22:47","2024-02-21 14:20:13"
"2558","2","DRIVE",NULL,"2024-02-21 14:13:14","2024-02-21 14:17:13"
"2559","2","STOP","1611","2024-02-24 02:49:34","2024-02-24 02:51:25"
"2560","2","DRIVE",NULL,"2024-02-24 02:39:59","2024-02-24 02:46:34"
"2561","3","STOP","1310","2024-02-28 08:19:37","2024-02-28 08:24:09"
"2562","3","DRIVE",NULL,"2024-02-28 08:11:14","2024-02-28 08:16:37"
"2563","4","STOP","509","2024-02-22 07:25:04","2024-02-22 07:29:08"
"2564","4","DRIVE",NULL,"2024-02-22 07:12:07","2024-02-22 07:22:04"
"2565","4","STOP",NULL,"2024-02-22 07:05:50","2024-02-22 07:16:56"
"2566","4","STOP","1409","2024-02-03 03:51:46","2024-02-03 03:56:17"
"2567","4","DRIVE",NULL,"2024-02-03 03:37:05","2024-02-03 03:48:46"
"2568","4","STOP",NULL,"2024-02-03 03:30:01","2024-02-03 03:40:58"
"2569","3","STOP","119","2024-02-07 21:22:14","2024-02-07 21:25:02"
"2570","3","DRIVE",NULL,"2024-02-07 21:14:51","2024-02-07 21:19:14"
"2571","1","STOP","301","2024-02-10 19:23:19","2024-02-10 19:24:35"
"2572","1","DRIVE",NULL,"2024-02-10 19:11:14","2024-02-10 19:20:19"
"2573","2","STOP","1992","2024-02-10 08:00:44","2024-02-10 08:04:08"
"2574","2","DRIVE",NULL,"2024-02-10 07:55:39","2024-02-10 07:57:44"
"2575","1","STOP","55","2024-02-05 15:29:46","2024-02-05 15:31:10"
"2576","1","DRIVE",NULL,"2024-02-05 15:18:13","2024-02-05 15:26:46"
"2577","1","STOP","1647","2024-02-10 05:10:25","2024-02-10 05:12:37"
"2578","1","DRIVE",NULL,"2024-02-10 05:04:57","2024-02-10 05:07:25"
"2579","2","STOP","409","2024-02-17 02:34:34","2024-02-17 02:38:35"
"2580","2","DRIVE",NULL,"2024-02-17 02:20:52","2024-02-17 02:31:34"
"2581","4","STOP","1897","2024-02-27 19:44:04","2024-02-27 19:47:00"
"2582","4","DRIVE",NULL,"2024-02-27 19:30:07","2024-02-27 19:41:04"
"2583","3","STOP","844","2024-02-23 05:21:22","2024-02-23 05:24:30"
"2584","3","DRIVE",NULL,"2024-02-23 05:11:47","2024-02-23 05:18:22"
"2585","2","STOP","1352","2024-02-20 21:07:40","2024-02-20 21:09:48"
"2586","2","DRIVE",NULL,"2024-02-20 20:54:41","2024-02-20 21:04:40"
"2587","1","STOP","727","2024-02-11 20:33:27","2024-02-11 20:34:30"
"2588","1","DRIVE",NULL,"2024-02-11 20:23:16","2024-02-11 20:30:27"
"2589","2","STOP","1478","2024-02-02 15:14:49","2024-02-02 15:16:38"
"2590","2","DRIVE",NULL,"2024-02-02 15:08:01","2024-02-02 15:11:49"
"2591","3","STOP","483","2024-02-11 21:05:49","2024-02-11 21:08:29"
"2592","3","DRIVE",NULL,"2024-02-11 20:54:50","2024-02-11 21:02:49"
"2593","4","STOP","878","2024-02-22 17:48:07","2024-02-22 17:54:14"
"2594","4","DRIVE",NULL,"2024-02-22 17:36:10","2024-02-22 17:45:07"
"2595","4","STOP","1487","2024-02-06 02:49:46","2024-02-06 02:57:16"
"2596","4","DRIVE",NULL,"2024-02-06 02:41:56","2024-02-06 02:46:46"
"2597","3","STOP","1555","2024-02-19 03:14:26","2024-02-19 03:17:31"
"2598","3","DRIVE",NULL,"2024-02-19 03:00:50","2024-02-19 03:11:26"
"2599","2","STOP","1721","2024-02-24 17:54:25","2024-02-24 17:57:54"
"2600","2","DRIVE",NULL,"2024-02-24 17:39:39","2024-02-24 17:51:25"
"2601","2","STOP","874","2024-02-08 17:04:11","2024-02-08 17:07:18"
"2602","2","DRIVE",NULL,"2024-02-08 17:01:11","2024-02-08 16:55:07"
"2603","1","STOP","335","2024-02-15 20:14:54","2024-02-15 20:16:26"
"2604","1","DRIVE",NULL,"2024-02-15 20:03:39","2024-02-15 20:11:54"
"2605","4","STOP","1670","2024-02-26 16:09:53","2024-02-26 16:15:16"
"2606","4","DRIVE",NULL,"2024-02-26 16:01:05","2024-02-26 16:06:53"
"2607","1","STOP","788","2024-02-25 05:55:16","2024-02-25 05:57:52"
"2608","1","DRIVE",NULL,"2024-02-25 05:44:41","2024-02-25 05:52:16"
"2609","1","STOP","788","2024-02-25 05:55:16","2024-02-25 05:57:52"
"2610","1","STOP","655","2024-02-16 18:33:01","2024-02-16 18:33:52"
"2611","1","DRIVE",NULL,"2024-02-16 18:26:18","2024-02-16 18:30:01"
"2612","1","STOP",NULL,"2024-02-16 18:18:53","2024-02-16 18:30:41"
"2613","1","STOP","473","2024-02-11 20:59:51","2024-02-11 21:01:00"
"2614","1","DRIVE",NULL,"2024-02-11 20:49:48","2024-02-11 20:56:51"
"2615","3","STOP","1550","2024-02-21 04:07:14","2024-02-21 04:12:14"
"2616","3","DRIVE",NULL,"2024-02-21 03:53:38","2024-02-21 04:04:14"
"2617","3","STOP",NULL,"2024-02-21 03:40:10","2024-02-21 03:56:50"
"2618","1","STOP","2141","2024-02-17 02:12:55","2024-02-17 02:14:21"
"2619","1","DRIVE",NULL,"2024-02-17 02:02:30","2024-02-17 02:09:55"
"2620","1","STOP","234","2024-02-16 14:19:29","2024-02-16 14:20:25"
"2621","1","DRIVE",NULL,"2024-02-16 14:12:43","2024-02-16 14:16:29"
"2622","1","STOP","234","2024-02-16 14:19:29","2024-02-16 14:20:25"
"2623","4","STOP","1610","2024-02-19 16:04:23","2024-02-19 16:10:25"
"2624","4","DRIVE",NULL,"2024-02-19 15:52:02","2024-02-19 16:01:23"
"2625","4","STOP",NULL,"2024-02-19 15:43:17","2024-02-19 15:56:12"
"2626","3","STOP","2023","2024-02-13 05:38:47","2024-02-13 05:42:29"
"2627","3","DRIVE",NULL,"2024-02-13 05:25:35","2024-02-13 05:25:35"
"2628","4","STOP","502","2024-02-11 14:56:47","2024-02-11 15:01:40"
"2629","4","DRIVE",NULL,"2024-02-11 14:42:09","2024-02-11 14:53:47"
"2630","4","STOP","502","2024-02-11 14:56:47","2024-02-11 15:01:40"
"2631","2","STOP","1308","2024-02-15 07:58:53","2024-02-15 08:00:52"
"2632","2","DRIVE",NULL,"2024-02-15 07:45:25","2024-02-15 07:55:53"
"2633","3","STOP","206","2024-02-19 14:21:25","2024-02-19 14:25:08"
"2634","3","DRIVE",NULL,"2024-02-19 14:14:10","2024-02-19 14:18:25"
"2635","4","STOP","617","2024-02-10 02:10:29","2024-02-10 02:13:58"
"2636","4","DRIVE",NULL,"2024-02-10 02:01:16","2024-02-10 02:07:29"
"2637","4","STOP","117","2024-02-15 16:23:47","2024-02-15 16:28:03"
"2638","4","DRIVE",NULL,"2024-02-15 16:12:37","2024-02-15 16:20:47"
"2639","1","STOP","1955","2024-02-20 06:01:49","2024-02-20 06:02:42"
"2640","1","DRIVE",NULL,"2024-02-20 05:54:42","2024-02-20 05:58:49"
"2641","1","STOP","1029","2024-02-17 02:34:18","2024-02-17 02:35:24"
"2642","1","DRIVE",NULL,"2024-02-17 02:20:30","2024-02-17 02:31:18"
"2643","4","STOP","599","2024-02-21 04:05:36","2024-02-21 04:08:06"
"2644","4","DRIVE",NULL,"2024-02-21 03:56:46","2024-02-21 04:02:36"
"2645","1","STOP","1206","2024-02-20 20:54:24","2024-02-20 20:54:55"
"2646","1","DRIVE",NULL,"2024-02-20 20:48:12","2024-02-20 20:51:24"
"2647","3","STOP","1876","2024-02-18 15:15:07","2024-02-18 15:19:18"
"2648","3","DRIVE",NULL,"2024-02-18 15:06:41","2024-02-18 15:12:07"
"2649","1","STOP","1034","2024-02-12 19:06:29","2024-02-12 19:06:29"
"2650","1","DRIVE",NULL,"2024-02-12 19:00:23","2024-02-12 19:03:29"
"2651","1","STOP",NULL,"2024-02-12 18:46:13","2024-02-12 19:05:09"
"2652","2","STOP","1235","2024-02-10 18:38:26","2024-02-10 18:39:31"
"2653","2","DRIVE",NULL,"2024-02-10 18:27:13","2024-02-10 18:35:26"
"2654","1","STOP","679","2024-02-08 19:23:01","2024-02-08 19:24:42"
"2655","1","DRIVE",NULL,"2024-02-08 19:10:50","2024-02-08 19:20:01"
"2656","2","STOP","823","2024-02-24 21:09:43","2024-02-24 21:10:52"
"2657","2","DRIVE",NULL,"2024-02-24 21:04:24","2024-02-24 21:06:43"
"2658","1","STOP","1360","2024-02-20 16:05:46","2024-02-20 16:06:50"
"2659","1","DRIVE",NULL,"2024-02-20 15:57:40","2024-02-20 16:02:46"
"2660","3","STOP","37","2024-02-09 03:26:57","2024-02-09 03:29:31"
"2661","3","DRIVE",NULL,"2024-02-09 03:19:28","2024-02-09 03:23:57"
"2662","2","STOP","670","2024-02-01 17:30:16","2024-02-01 17:31:48"
"2663","2","DRIVE",NULL,"2024-02-01 17:20:42","2024-02-01 17:27:16"
"2664","2","STOP","1025","2024-02-18 18:18:15","2024-02-18 18:19:33"
"2665","2","DRIVE",NULL,"2024-02-18 18:09:25","2024-02-18 18:15:15"
"2666","2","STOP","1474","2024-02-01 09:27:31","2024-02-01 09:27:31"
"2667","2","DRIVE",NULL,"2024-02-01 09:19:33","2024-02-01 09:24:31"
"2668","2","STOP","1987","2024-02-16 17:38:48","2024-02-16 17:42:57"
"2669","2","DRIVE",NULL,"2024-02-16 17:31:24","2024-02-16 17:31:24"
"2670","3","STOP","1830","2024-02-17 15:41:55","2024-02-17 15:45:49"
"2671","3","DRIVE",NULL,"2024-02-17 15:28:37","2024-02-17 15:38:55"
"2672","3","STOP",NULL,"2024-02-17 15:18:56","2024-02-17 15:31:42"
"2673","3","STOP","692","2024-02-11 20:54:18","2024-02-11 20:56:45"
"2674","3","DRIVE",NULL,"2024-02-11 20:45:28","2024-02-11 20:51:18"
"2675","3","STOP","2207","2024-02-22 16:09:11","2024-02-22 16:11:51"
"2676","3","DRIVE",NULL,"2024-02-22 16:03:09","2024-02-22 16:06:11"
"2677","1","STOP","1567","2024-02-10 07:36:00","2024-02-10 07:37:18"
"2678","1","DRIVE",NULL,"2024-02-10 07:30:56","2024-02-10 07:33:00"
"2679","1","STOP",NULL,"2024-02-10 07:22:49","2024-02-10 07:35:15"
"2680","2","STOP","1527","2024-02-04 16:55:16","2024-02-04 16:57:16"
"2681","2","DRIVE",NULL,"2024-02-04 16:40:21","2024-02-04 16:52:16"
"2682","3","STOP","580","2024-02-28 18:10:05","2024-02-28 18:10:05"
"2683","3","DRIVE",NULL,"2024-02-28 18:04:06","2024-02-28 18:07:05"
"2684","3","STOP","1919","2024-02-14 15:23:49","2024-02-14 15:23:49"
"2685","3","DRIVE",NULL,"2024-02-14 15:09:48","2024-02-14 15:20:49"
"2686","1","STOP","1151","2024-02-03 08:30:21","2024-02-03 12:31:28"
"2687","1","DRIVE",NULL,"2024-02-03 08:21:23","2024-02-03 08:27:21"
"2688","2","STOP","828","2024-02-01 19:49:55","2024-02-01 19:51:52"
"2689","2","DRIVE",NULL,"2024-02-01 19:41:23","2024-02-01 19:46:55"
"2690","2","STOP",NULL,"2024-02-01 19:26:52","2024-02-01 19:45:03"
"2691","2","STOP","1199","2024-02-21 18:32:16","2024-02-21 18:34:12"
"2692","2","DRIVE",NULL,"2024-02-21 18:25:18","2024-02-21 18:29:16"
"2693","2","STOP",NULL,"2024-02-21 18:16:27","2024-02-21 18:16:27"
"2694","1","STOP","743","2024-02-14 14:25:30","2024-02-14 14:26:17"
"2695","1","DRIVE",NULL,"2024-02-14 14:12:12","2024-02-14 14:22:30"
"2696","3","STOP","372","2024-02-25 04:09:21","2024-02-25 04:15:05"
"2697","3","DRIVE",NULL,"2024-02-25 03:59:14","2024-02-25 04:06:21"
"2698","3","STOP","1229","2024-02-24 21:02:29","2024-02-24 21:02:29"
"2699","3","DRIVE",NULL,"2024-02-24 20:52:51","2024-02-24 20:59:29"
"2700","3","STOP","1773","2024-02-24 08:43:47","2024-02-24 08:45:48"
"2701","3","DRIVE",NULL,"2024-02-24 08:29:49","2024-02-24 08:40:47"
"2702","3","STOP","150","2024-02-12 20:44:57","2024-02-12 20:50:17"
"2703","3","DRIVE",NULL,"2024-02-12 20:36:54","2024-02-12 20:41:57"
"2704","4","STOP","986","2024-02-14 05:45:19","2024-02-14 05:48:50"
"2705","4","DRIVE",NULL,"2024-02-14 05:40:17","2024-02-14 05:42:19"
"2706","2","STOP","1829","2024-02-27 06:26:07","2024-02-27 06:28:10"
"2707","2","DRIVE",NULL,"2024-02-27 06:11:15","2024-02-27 06:23:07"
"2708","1","STOP","373","2024-02-16 15:27:10","2024-02-16 15:28:03"
"2709","1","DRIVE",NULL,"2024-02-16 15:13:30","2024-02-16 15:24:10"
"2710","3","STOP","1300","2024-02-26 19:05:55","2024-02-26 19:08:08"
"2711","3","DRIVE",NULL,"2024-02-26 19:00:51","2024-02-26 19:02:55"
"2712","4","STOP","1425","2024-02-03 09:42:07","2024-02-03 09:44:54"
"2713","4","DRIVE",NULL,"2024-02-03 09:32:03","2024-02-03 09:39:07"
"2714","4","STOP",NULL,"2024-02-03 09:17:56","2024-02-03 09:35:46"
"2715","2","STOP","1228","2024-02-15 07:26:56","2024-02-15 07:29:32"
"2716","2","DRIVE",NULL,"2024-02-15 07:17:57","2024-02-15 07:17:57"
"2717","2","STOP","830","2024-02-22 08:18:41","2024-02-22 08:21:54"
"2718","2","DRIVE",NULL,"2024-02-22 08:04:47","2024-02-22 08:15:41"
"2719","1","STOP","798","2024-02-17 19:08:51","2024-02-17 19:09:48"
"2720","1","DRIVE",NULL,"2024-02-17 18:58:45","2024-02-17 19:05:51"
"2721","2","STOP","1161","2024-02-17 08:02:17","2024-02-17 08:03:28"
"2722","2","DRIVE",NULL,"2024-02-17 07:56:48","2024-02-17 07:59:17"
"2723","2","STOP","1984","2024-02-22 07:52:11","2024-02-22 07:57:10"
"2724","2","DRIVE",NULL,"2024-02-22 07:38:45","2024-02-22 07:49:11"
"2725","3","STOP","745","2024-02-19 02:08:25","2024-02-19 02:16:51"
"2726","3","DRIVE",NULL,"2024-02-19 01:56:03","2024-02-19 02:05:25"
"2727","3","STOP",NULL,"2024-02-19 01:47:41","2024-02-19 02:00:16"
"2728","2","STOP","783","2024-02-25 20:31:17","2024-02-25 20:33:46"
"2729","2","DRIVE",NULL,"2024-02-25 20:18:49","2024-02-25 20:28:17"
"2730","1","STOP","722","2024-02-24 18:06:27","2024-02-24 18:07:30"
"2731","1","DRIVE",NULL,"2024-02-24 17:55:53","2024-02-24 18:03:27"
"2732","2","STOP","1629","2024-02-22 18:09:10","2024-02-22 18:10:51"
"2733","2","DRIVE",NULL,"2024-02-22 18:02:33","2024-02-22 18:06:10"
"2734","1","STOP","1435","2024-02-23 05:42:42","2024-02-23 05:43:48"
"2735","1","DRIVE",NULL,"2024-02-23 05:37:25","2024-02-23 05:39:42"
"2736","4","STOP","385","2024-02-11 09:05:25","2024-02-11 09:10:38"
"2737","4","DRIVE",NULL,"2024-02-11 08:53:56","2024-02-11 09:02:25"
"2738","3","STOP","0","2024-02-04 08:34:03","2024-02-04 08:39:12"
"2739","3","DRIVE",NULL,"2024-02-04 08:21:35","2024-02-04 08:31:03"
"2740","3","STOP",NULL,"2024-02-04 08:14:07","2024-02-04 08:24:22"
"2741","4","STOP","1464","2024-02-15 08:19:59","2024-02-15 08:23:54"
"2742","4","DRIVE",NULL,"2024-02-15 08:09:20","2024-02-15 08:16:59"
"2743","1","STOP","421","2024-02-18 08:19:10","2024-02-18 08:20:06"
"2744","1","DRIVE",NULL,"2024-02-18 08:13:12","2024-02-18 08:16:10"
"2745","4","STOP","1158","2024-02-14 03:33:05","2024-02-14 03:35:55"
"2746","4","DRIVE",NULL,"2024-02-14 03:24:40","2024-02-14 03:30:05"
"2747","4","STOP",NULL,"2024-02-14 03:19:21","2024-02-14 03:28:24"
"2748","1","STOP","1609","2024-02-21 20:50:28","2024-02-21 20:51:11"
"2749","1","DRIVE",NULL,"2024-02-21 20:47:28","2024-02-21 20:40:15"
"2750","1","STOP",NULL,"2024-02-21 20:30:40","2024-02-21 20:44:19"
"2751","1","STOP","1","2024-02-02 08:47:30","2024-02-02 08:48:39"
"2752","1","DRIVE",NULL,"2024-02-02 08:36:18","2024-02-02 08:44:30"
"2753","3","STOP","358","2024-02-16 15:03:25","2024-02-16 15:05:46"
"2754","3","DRIVE",NULL,"2024-02-16 14:51:50","2024-02-16 15:00:25"
"2755","3","STOP",NULL,"2024-02-16 14:46:47","2024-02-16 14:54:08"
"2756","4","STOP","1331","2024-02-13 15:11:37","2024-02-13 15:17:26"
"2757","4","DRIVE",NULL,"2024-02-13 15:05:17","2024-02-13 15:08:37"
"2758","3","STOP","1389","2024-02-08 19:56:43","2024-02-08 19:58:30"
"2759","3","DRIVE",NULL,"2024-02-08 19:49:43","2024-02-08 19:53:43"
"2760","1","STOP","111","2024-02-24 06:50:27","2024-02-24 06:53:00"
"2761","1","DRIVE",NULL,"2024-02-24 06:43:57","2024-02-24 06:47:27"
"2762","3","STOP","545","2024-02-04 04:45:11","2024-02-04 04:48:53"
"2763","3","DRIVE",NULL,"2024-02-04 04:30:47","2024-02-04 04:42:11"
"2764","2","STOP","514","2024-02-16 09:26:00","2024-02-16 09:28:06"
"2765","2","DRIVE",NULL,"2024-02-16 09:16:58","2024-02-16 09:23:00"
"2766","3","STOP","1790","2024-02-10 04:11:30","2024-02-10 04:16:34"
"2767","3","DRIVE",NULL,"2024-02-10 03:59:10","2024-02-10 04:08:30"
"2768","3","STOP",NULL,"2024-02-10 03:44:55","2024-02-10 04:03:03"
"2769","2","STOP","1037","2024-02-13 15:20:20","2024-02-13 15:23:51"
"2770","2","DRIVE",NULL,"2024-02-13 15:14:44","2024-02-13 15:17:20"
"2771","1","STOP","1991","2024-02-17 04:47:57","2024-02-17 04:50:13"
"2772","1","DRIVE",NULL,"2024-02-17 04:42:41","2024-02-17 04:44:57"
"2773","3","STOP","1574","2024-02-03 19:24:42","2024-02-03 19:26:12"
"2774","3","DRIVE",NULL,"2024-02-03 19:10:34","2024-02-03 19:21:42"
"2775","3","STOP","79","2024-02-05 05:30:27","2024-02-05 09:32:55"
"2776","3","DRIVE",NULL,"2024-02-05 05:23:15","2024-02-05 05:27:27"
"2777","4","STOP","1164","2024-02-27 06:36:00","2024-02-27 06:41:12"
"2778","4","DRIVE",NULL,"2024-02-27 06:25:58","2024-02-27 06:33:00"
"2779","4","STOP","432","2024-02-13 09:12:20","2024-02-13 09:15:25"
"2780","4","DRIVE",NULL,"2024-02-13 09:00:49","2024-02-13 09:09:20"
"2781","4","STOP",NULL,"2024-02-13 08:50:25","2024-02-13 09:02:55"
"2782","4","STOP","1725","2024-02-06 19:29:36","2024-02-06 19:34:40"
"2783","4","DRIVE",NULL,"2024-02-06 19:20:01","2024-02-06 19:26:36"
"2784","1","STOP","2225","2024-02-23 20:02:22","2024-02-23 20:03:17"
"2785","1","DRIVE",NULL,"2024-02-23 19:49:55","2024-02-23 19:59:22"
"2786","3","STOP","233","2024-02-08 14:41:29","2024-02-08 18:45:12"
"2787","3","DRIVE",NULL,"2024-02-08 14:36:03","2024-02-08 14:38:29"
"2788","1","STOP","1319","2024-02-16 08:24:19","2024-02-16 08:24:19"
"2789","1","DRIVE",NULL,"2024-02-16 08:17:00","2024-02-16 08:21:19"
"2790","1","STOP",NULL,"2024-02-16 08:11:04","2024-02-16 08:19:59"
"2791","2","STOP","1283","2024-02-13 15:10:01","2024-02-13 15:12:21"
"2792","2","DRIVE",NULL,"2024-02-13 14:59:00","2024-02-13 15:07:01"
"2793","1","STOP","329","2024-02-17 16:19:23","2024-02-17 16:21:09"
"2794","1","DRIVE",NULL,"2024-02-17 16:14:09","2024-02-17 16:16:23"
"2795","1","STOP",NULL,"2024-02-17 16:03:43","2024-02-17 16:16:11"
"2796","1","STOP","905","2024-02-07 21:10:41","2024-02-07 21:10:41"
"2797","1","DRIVE",NULL,"2024-02-07 21:01:25","2024-02-07 21:07:41"
"2798","1","STOP","211","2024-02-28 09:00:27","2024-02-28 09:01:54"
"2799","1","DRIVE",NULL,"2024-02-28 08:45:59","2024-02-28 08:57:27"
"2800","1","STOP",NULL,"2024-02-28 08:35:30","2024-02-28 08:48:08"
"2801","2","STOP","965","2024-02-23 03:28:36","2024-02-23 03:31:42"
"2802","2","DRIVE",NULL,"2024-02-23 03:18:25","2024-02-23 03:25:36"
"2803","2","STOP","1304","2024-02-14 16:46:57","2024-02-14 16:50:17"
"2804","2","DRIVE",NULL,"2024-02-14 16:35:00","2024-02-14 16:43:57"
"2805","1","STOP","91","2024-02-05 05:24:54","2024-02-05 05:26:29"
"2806","1","DRIVE",NULL,"2024-02-05 05:19:21","2024-02-05 05:21:54"
"2807","1","STOP","64","2024-02-01 03:34:49","2024-02-01 03:35:35"
"2808","1","DRIVE",NULL,"2024-02-01 03:23:13","2024-02-01 03:31:49"
"2809","3","STOP","1970","2024-02-03 19:01:38","2024-02-03 19:03:51"
"2810","3","DRIVE",NULL,"2024-02-03 18:55:37","2024-02-03 18:58:38"
"2811","2","STOP","1948","2024-02-23 19:15:15","2024-02-23 19:19:09"
"2812","2","DRIVE",NULL,"2024-02-23 19:03:58","2024-02-23 19:12:15"
"2813","2","STOP","1490","2024-02-16 08:29:03","2024-02-16 08:32:06"
"2814","2","DRIVE",NULL,"2024-02-16 08:17:05","2024-02-16 08:26:03"
"2815","3","STOP","500","2024-02-20 21:18:13","2024-02-20 21:21:30"
"2816","3","DRIVE",NULL,"2024-02-20 21:08:15","2024-02-20 21:15:13"
"2817","2","STOP","1775","2024-02-12 21:41:59","2024-02-12 21:43:28"
"2818","2","DRIVE",NULL,"2024-02-12 21:28:49","2024-02-12 21:38:59"
"2819","2","STOP",NULL,"2024-02-12 21:18:58","2024-02-12 21:33:06"
"2820","3","STOP","376","2024-02-28 21:36:35","2024-02-28 21:38:44"
"2821","3","DRIVE",NULL,"2024-02-28 21:27:43","2024-02-28 21:33:35"
"2822","1","STOP","49","2024-02-17 17:12:35","2024-02-17 17:13:12"
"2823","1","DRIVE",NULL,"2024-02-17 17:06:28","2024-02-17 17:09:35"
"2824","1","STOP","2237","2024-02-24 09:14:12","2024-02-24 09:15:26"
"2825","1","DRIVE",NULL,"2024-02-24 09:01:29","2024-02-24 09:11:12"
"2826","1","STOP","2006","2024-02-01 06:11:56","2024-02-01 06:13:36"
"2827","1","DRIVE",NULL,"2024-02-01 06:03:57","2024-02-01 06:08:56"
"2828","1","STOP",NULL,"2024-02-01 05:56:43","2024-02-01 06:06:30"
"2829","1","STOP","707","2024-02-14 05:11:04","2024-02-14 05:12:23"
"2830","1","DRIVE",NULL,"2024-02-14 04:56:44","2024-02-14 05:08:04"
"2831","1","STOP",NULL,"2024-02-14 04:47:50","2024-02-14 05:01:23"
"2832","4","STOP","940","2024-02-03 14:16:50","2024-02-03 14:20:59"
"2833","4","DRIVE",NULL,"2024-02-03 14:09:53","2024-02-03 14:13:50"
"2834","2","STOP","2194","2024-02-03 16:25:58","2024-02-03 16:28:07"
"2835","2","DRIVE",NULL,"2024-02-03 16:16:04","2024-02-03 16:22:58"
"2836","1","STOP","1941","2024-02-05 05:37:35","2024-02-05 05:39:25"
"2837","1","DRIVE",NULL,"2024-02-05 05:23:46","2024-02-05 05:34:35"
"2838","3","STOP","1584","2024-02-02 20:35:47","2024-02-02 20:35:47"
"2839","3","DRIVE",NULL,"2024-02-02 20:22:34","2024-02-02 20:32:47"
"2840","3","STOP",NULL,"2024-02-02 20:17:03","2024-02-02 20:25:59"
"2841","3","STOP","1793","2024-02-21 17:55:32","2024-02-21 17:57:28"
"2842","3","DRIVE",NULL,"2024-02-21 17:50:00","2024-02-21 17:50:00"
"2843","3","STOP",NULL,"2024-02-21 17:41:42","2024-02-21 17:54:44"
"2844","1","STOP","1115","2024-02-24 20:56:34","2024-02-24 20:57:38"
"2845","1","DRIVE",NULL,"2024-02-24 20:41:41","2024-02-24 20:53:34"
"2846","4","STOP","2000","2024-02-21 09:20:15","2024-02-21 09:24:12"
"2847","4","DRIVE",NULL,"2024-02-21 09:09:03","2024-02-21 09:17:15"
"2848","1","STOP","2125","2024-02-22 19:45:37","2024-02-22 19:46:19"
"2849","1","DRIVE",NULL,"2024-02-22 19:40:36","2024-02-22 19:42:37"
"2850","1","STOP",NULL,"2024-02-22 19:32:32","2024-02-22 19:42:40"
"2851","1","STOP","770","2024-02-10 02:12:30","2024-02-10 02:14:36"
"2852","1","DRIVE",NULL,"2024-02-10 02:01:44","2024-02-10 02:09:30"
"2853","1","STOP","2034","2024-02-22 20:28:24","2024-02-22 20:29:28"
"2854","1","DRIVE",NULL,"2024-02-22 20:14:00","2024-02-22 20:25:24"
"2855","1","STOP","1155","2024-02-17 05:32:11","2024-02-17 05:33:23"
"2856","1","DRIVE",NULL,"2024-02-17 05:24:40","2024-02-17 05:29:11"
"2857","1","STOP",NULL,"2024-02-17 05:13:46","2024-02-17 05:28:44"
"2858","3","STOP","511","2024-02-16 04:25:31","2024-02-16 04:29:33"
"2859","3","DRIVE",NULL,"2024-02-16 04:15:47","2024-02-16 04:22:31"
"2860","2","STOP","2216","2024-02-22 18:04:22","2024-02-22 18:06:08"
"2861","2","DRIVE",NULL,"2024-02-22 17:58:55","2024-02-22 17:58:55"
"2862","4","STOP","1457","2024-02-25 21:50:16","2024-02-25 21:58:04"
"2863","4","DRIVE",NULL,"2024-02-25 21:45:14","2024-02-25 21:47:16"
"2864","4","STOP",NULL,"2024-02-25 21:34:28","2024-02-25 21:48:00"
"2865","3","STOP","1655","2024-02-27 15:04:25","2024-02-27 15:07:00"
